depa,prov,dis,segu,inde,analf15,pob
Lima,Huarochirí,Matucana,1970,39.41,2.59,4508
Lima,Huarochirí,Ricardo Palma,2397,26.48,2.91,5769
Lima,Huarochirí,San Andrés de Tupicocha,283,50.08,5.74,1423
Lima,Huarochirí,San Antonio,647,61.15,3.12,4516
Lima,Huarochirí,San Bartolomé,631,38.14,1.9,1793
Lima,Huarochirí,San Damián,317,56.88,2.79,1489
Lima,Huarochirí,San Juan de Iris,120,49.64,1.34,1010
Lima,Huarochirí,San Juan de Tantaranche,224,36.36,2.92,484
Lima,Huarochirí,San Lorenzo de Quinti,337,51.66,4.17,1681
Lima,Huarochirí,San Mateo,2752,23.77,4.03,5280
Lima,Huarochirí,San Mateo de Otao,312,54.51,1.69,1833
Lima,Huarochirí,San Pedro de Casta,501,52.64,3.52,1195
Lima,Huarochirí,San Pedro de Huancayre,135,47.29,6.9,262
Lima,Huarochirí,Sangallaya,216,40.93,7.37,678
Lima,Huarochirí,Santa Cruz de Cocachacra,1045,34.98,4.3,2302
Lima,Huarochirí,Santa Eulalia,4364,27.26,2.99,10591
Lima,Huarochirí,Santiago de Anchucaya,442,40.17,7.69,575
Lima,Huarochirí,Santiago de Tuna,75,72.24,3.68,666
Lima,Huarochirí,Santo Domingo de los Olleros,997,45.11,2.41,2906
Lima,Huarochirí,Surco,533,49.42,2.42,1798
Lima,Huaura,Ambar,1001,53.15,7.8,2825
Lima,Huaura,Caleta de Carquín,2405,49.61,2.76,6091
Lima,Huaura,Checras,422,55.86,13.26,1492
Lima,Huaura,Huacho,27528,25.28,1.56,55442
Lima,Huaura,Hualmay,10914,38.98,2.35,26808
Lima,Huaura,Huaura,11904,29.68,6.93,31212
Lima,Huaura,Leoncio Prado,566,39.84,5.4,2012
Lima,Huaura,Paccho,437,63.17,5,2055
Lima,Huaura,Santa Leonor,435,50.21,4.72,1521
Lima,Huaura,Santa María,11431,35.67,2.66,27699
Lima,Huaura,Sayán,10958,23.32,8.46,21962
Lima,Huaura,Vegueta,8200,29,6.27,18265
Lima,Lima,Ancón,11713,31.26,2.16,33367
Lima,Lima,Ate,161645,30.5,2.47,478278
Lima,Lima,Barranco,20115,15.85,0.65,33903
Lima,Lima,Breña,42915,19.4,0.76,81909
Lima,Lima,Carabayllo,75350,32.28,2.73,213386
Lima,Lima,Chaclacayo,19755,22.36,2.49,41110
Lima,Lima,Chorrillos,131004,24.69,1.9,286977
Lima,Lima,Cieneguilla,8829,24.9,4.06,26725
Lima,Lima,Comas,184757,27.31,1.93,486977
Lima,Lima,El Agustino,61981,36.34,2.81,180262
Lima,Lima,Independencia,78404,28.53,2.47,207647
Lima,Lima,Jesús Maria,42989,10.63,0.47,66171
Lima,Lima,La Molina,91545,9.25,0.65,132498
Lima,Lima,La victoria,74872,31.02,1.38,192724
Lima,Lima,Lima,142004,24.43,1.35,299493
Lima,Lima,Lince,32770,14.13,0.44,55242
Lima,Lima,Los Olivos,134062,24.29,1.36,318140
Lima,Lima,Lurigancho,63074,26.3,3.23,169359
Lima,Lima,Lurin,24560,29.73,2.73,62940
Lima,Lima,Magdalena del Mar,31578,13.02,0.79,50764
Lima,Lima,Magdalena Vieja,48149,11.89,0.52,74164
Lima,Lima,Miraflores,61226,8.14,0.29,85065
Lima,Lima,Pachacamac,21544,26.81,3.36,68441
Lima,Lima,Pucusana,3779,36.9,1.98,10633
Lima,Lima,Puente Piedra,69803,29.58,2.83,233602
Lima,Lima,Punta Hermosa,2392,22.85,1.78,5762
Lima,Lima,Punta Negra,2464,23.6,1.74,5284
Lima,Lima,Rimac,76512,26.02,1.61,176169
Lima,Lima,San Bartolo,3130,21.27,2.88,5812
Lima,Lima,San Borja,74779,7.98,0.48,105076
Lima,Lima,San isidro,44476,5.85,0.33,58056
Lima,Lima,San Juan de Lurigancho,281511,29.76,2.13,898443
Lima,Lima,San Juan de Miraflores,135595,26,2.38,362643
Lima,Lima,San Luis,24012,22.91,0.98,54634
Lima,Lima,San Martin de Porres,243355,23.3,1.36,579561
Lima,Lima,San Miguel,80225,13.66,0.59,129107
Lima,Lima,Santa Anita,62550,30.66,2.19,184614
Lima,Lima,Santa Maria del Mar,398,16.03,2.99,761
Lima,Lima,Santa Rosa,4641,26.67,1.59,10903
Lima,Lima,Santiago de Surco,195861,11.15,0.57,289597
Lima,Lima,Surquillo,49543,18,0.77,89283
Lima,Lima,Villa el Salvador,134447,30.88,2.21,381790
Lima,Lima,Villa Maria del Triunfo,129657,29.55,2.49,378470
Lima,Oyón,Andajes,181,45.4,14.71,1028
Lima,Oyón,Caujul,345,37.24,6.43,917
Lima,Oyón,Cochamarca,576,50.17,8.25,1490
Lima,Oyón,Naván,343,48.1,3.79,1074
Lima,Oyón,Oyón,6922,19.76,7.09,12812
Lima,Oyón,Pachangara,1167,38.79,5.6,3321
Lima,Yauyos,Alis,1284,4.49,0.7,1519
Lima,Yauyos,Ayauca,1023,23.64,2.41,1773
Lima,Yauyos,Ayaviri,325,36.96,4.59,752
Lima,Yauyos,Azángaro,138,57.03,7.56,603
Lima,Yauyos,Cacra,231,56.56,10.09,544
Lima,Yauyos,Carania,87,33.11,3.91,330
Lima,Yauyos,Catahuasi,363,43.77,5.83,1090
Lima,Yauyos,Chocos,313,57.44,15.41,1074
Lima,Yauyos,Cochas,76,60.43,2.63,293
Lima,Yauyos,Colonia,517,53.71,2.49,1439
Lima,Yauyos,Hongos,240,60.45,11.28,435
Lima,Yauyos,Huampara,89,48.2,2.58,256
Lima,Yauyos,Huancaya,75,51.17,1.58,1001
Lima,Yauyos,Huañec,179,50,3.25,467
Lima,Yauyos,Huangáscar,257,46.18,11.74,668
Lima,Yauyos,Huantán,299,48.74,5.06,926
Lima,Yauyos,Laraos,462,21.3,4.16,960
Lima,Yauyos,Lincha,204,50.22,10.07,771
Lima,Yauyos,Madean,340,61.82,10.06,822
Lima,Yauyos,Miraflores,170,25.29,2.56,441
Lima,Yauyos,Omas,301,49.25,3.68,656
Lima,Yauyos,Putinza,184,59.04,2.56,452
Lima,Yauyos,Quinches,351,52.73,5.15,1064
Lima,Yauyos,Quinocay,254,49.38,3.16,608
Lima,Yauyos,San Joaquín,36,43.37,0.77,320
Lima,Yauyos,San Pedro de Pilas,184,50.27,5.52,418
Lima,Yauyos,Tanta,155,30.25,6.71,500
Lima,Yauyos,Tauripampa,197,65.7,2.04,573
Lima,Yauyos,Tomas,386,21.05,1.24,1077
Lima,Yauyos,Tupe,349,62.2,13.08,655
Lima,Yauyos,Viñac,687,54.95,13.89,1791
Lima,Yauyos,Vitis,162,34.54,1.36,525
Lima,Yauyos,Yauyos,1013,32.75,2.07,2698
Loreto,Alto Amazonas,Balsapuerto,7827,34.24,36.03,13868
Loreto,Alto Amazonas,Jeberos,2456,46.56,20.39,4198
Loreto,Alto Amazonas,Lagunas,9517,56.21,8.34,13270
Loreto,Alto Amazonas,Santa Cruz,2416,57.26,12.04,4094
Loreto,Alto Amazonas,Teniente César López Rojas,3627,54.79,9.27,5892
Loreto,Alto Amazonas,Yurimaguas,30691,41.3,5.66,63345
Loreto,Datem del Marañón,Andoas,5239,44.41,32.17,9375
Loreto,Datem del Marañón,Barranca,6271,46.34,8.61,11864
Loreto,Datem del Marañón,Cahuapanas,4077,54.08,28.21,6822
Loreto,Datem del Marañón,Manseriche,6004,52.15,13.51,9017
Loreto,Datem del Marañón,Morona,4190,59.8,18.35,6356
Loreto,Datem del Marañón,Pastaza,3397,59.93,17.99,6137
Loreto,Loreto,Nauta,15584,50.51,5.85,28681
Loreto,Loreto,Parinari,3988,57.93,6,7292
Loreto,Loreto,Tigre,5086,48.85,10.76,7304
Loreto,Loreto,Trompeteros,5838,17.35,11.85,7450
Loreto,Loreto,Urarinas,6475,55.5,25.6,11438
Loreto,Mariscal Ramón Castilla,Pebas,6049,53.57,7.27,13624
Loreto,Mariscal Ramón Castilla,Ramón Castilla,9906,52.68,9.7,18783
Loreto,Mariscal Ramón Castilla,San Pablo,4095,61.66,11.22,12197
Loreto,Mariscal Ramón Castilla,Yavari,4259,49.04,9.37,10225
Loreto,Maynas,Alto Nanay,2140,62.22,7.53,2617
Loreto,Maynas,Belén,32020,49.18,2.61,68806
Loreto,Maynas,Fernando Lores,8614,60.18,5.37,19127
Loreto,Maynas,Indíana,6602,52.24,5.94,12198
Loreto,Maynas,Iquitos,80851,33.16,1.34,159023
Loreto,Maynas,Las Amazonas,5512,52.17,8.9,10331
Loreto,Maynas,Mazán,7730,51,8.01,13098
Loreto,Maynas,Napo,7355,48.51,9.7,14882
Loreto,Maynas,Punchana,36796,40.14,2.29,76435
Loreto,Maynas,Putumayo,4385,42.82,6.86,5638
Loreto,Maynas,San Juan Bautista,49980,41.23,2.25,102076
Loreto,Maynas,Teniente Manuel Clavero,2595,56.75,8.69,3896
Loreto,Maynas,Torres Causana,2884,30.49,19.3,4865
Loreto,Requena,Alto Tapiche,824,30.46,8.01,1947
Loreto,Requena,Capelo,1828,54.32,5.08,3941
Loreto,Requena,Emilio San Martín,2402,60.29,4.4,6911
Loreto,Requena,Jenaro Herrera,2051,65.66,4.11,5116
Loreto,Requena,Maquía,3495,62.91,4.42,7905
Loreto,Requena,Puinahua,1740,47.55,3.31,5298
Loreto,Requena,Requena,11782,45.42,3.65,25987
Loreto,Requena,Saquena,1461,44.63,3.67,4536
Loreto,Requena,Soplin,315,41.05,3.9,613
Loreto,Requena,Tapiche,615,33.86,5.74,1042
Loreto,Requena,Yaquerana,2062,47.39,10.41,2396
Loreto,Ucayali,Contamana,11746,43.59,3.17,23184
Loreto,Ucayali,Inahuaya,1029,47.24,3.14,2143
Loreto,Ucayali,Padre Márquez,3151,38.07,5.94,5560
Loreto,Ucayali,Pampa Hermosa,2399,45.21,5.18,7322
Loreto,Ucayali,Sarayacu,6978,50.91,3.45,15388
Loreto,Ucayali,Vargas Guerra,3055,57.26,3.8,8219
Madre de Dios,Manu,Fitzcarrald,650,46.78,14.95,1263
Madre de Dios,Manu,Huepetuhe,1289,32.97,3.52,6978
Madre de Dios,Manu,Madre De Dios,1424,30.97,2.92,9404
Madre de Dios,Manu,Manu,1323,41.82,11.69,2645
Madre de Dios,Tahuamanu,Iberia,3419,26.59,3,6715
Madre de Dios,Tahuamanu,Iñapari,398,29.09,3.65,1288
Madre de Dios,Tahuamanu,Tahuamanu,1414,22.58,3.36,2739
Madre de Dios,Tambopata,Inambari,2498,31.24,4.98,8038
Madre de Dios,Tambopata,Laberinto,1405,40.06,4.81,4780
Madre de Dios,Tambopata,Las Piedras,1924,50.82,5.18,5491
Madre de Dios,Tambopata,Tambopata,24090,32.88,2.18,60214
Moquegua,General Sánchez Cerro,Chojata,863,57.82,12.41,2213
Moquegua,General Sánchez Cerro,Coalaque,451,45.95,8.76,1307
Moquegua,General Sánchez Cerro,Ichuña,1886,24.66,10.65,4057
Moquegua,General Sánchez Cerro,La Capilla,744,26.49,1.04,1731
Moquegua,General Sánchez Cerro,Lloque,700,35.84,6.21,1376
Moquegua,General Sánchez Cerro,Matalaque,314,31.21,6.04,1033
Moquegua,General Sánchez Cerro,Omate,1848,31.54,2.12,3900
Moquegua,General Sánchez Cerro,Puquina,982,33.93,7.47,2979
Moquegua,General Sánchez Cerro,Quinistaquillas,338,24.37,3.56,1013
Moquegua,General Sánchez Cerro,Ubinas,1294,33.48,9.17,3725
Moquegua,General Sánchez Cerro,Yunga,359,33.13,8.32,1570
Moquegua,Ilo,El Algarrobal,145,32.72,0.5,247
Moquegua,Ilo,Ilo,29205,27.9,2.12,59132
Moquegua,Ilo,Pacocha,3326,5.26,0.24,4401
Moquegua,Mariscal Nieto,Carumas,1417,38.4,16,4816
Moquegua,Mariscal Nieto,Cuchumbaya,817,31.55,16.59,1990
Moquegua,Mariscal Nieto,Moquegua,24878,24.91,4.3,49419
Moquegua,Mariscal Nieto,Samegua,3400,20.42,4.61,6515
Moquegua,Mariscal Nieto,San Cristóbal,1244,34.06,14.6,3518
Moquegua,Mariscal Nieto,Torata,3595,17.65,6.77,6591
Pasco,Daniel Alcides Carrión,Chacayán,1043,53.57,15.86,4008
Pasco,Daniel Alcides Carrión,Goyllarisquizga,834,49.42,6.9,2505
Pasco,Daniel Alcides Carrión,Paucar,961,49.09,20.58,2235
Pasco,Daniel Alcides Carrión,San Pedro de Pillao,413,19,14.83,1701
Pasco,Daniel Alcides Carrión,Santa Ana de Tusi,3394,53.73,10.98,17204
Pasco,Daniel Alcides Carrión,Tapuc,1271,38.73,15.49,3976
Pasco,Daniel Alcides Carrión,Vilcabamba,568,42.48,17.21,1894
Pasco,Daniel Alcides Carrión,Yanahuanca,5535,36.52,9.49,14280
Pasco,Oxapampa,Chontabamba,1106,44.24,8.02,3189
Pasco,Oxapampa,Huancabamba,2211,52.97,13.41,6333
Pasco,Oxapampa,Oxapampa,5981,39.58,6.19,14190
Pasco,Oxapampa,Palcazu,3617,39.11,6.68,8810
Pasco,Oxapampa,Pozuzo,3087,37.15,16.73,7760
Pasco,Oxapampa,Puerto Bermúdez,9446,52.78,12.22,23028
Pasco,Oxapampa,Villa Rica,6941,43.11,9.4,18619
Pasco,Pasco,Chaupimarca,11074,30.65,4.29,27873
Pasco,Pasco,Huachón,1463,58.66,9.92,4579
Pasco,Pasco,Huariaca,3769,35.34,9.99,7962
Pasco,Pasco,Huayllay,6856,13.38,3.26,10617
Pasco,Pasco,Ninacaca,1011,58.32,10.67,3819
Pasco,Pasco,Pallanchacra,1161,40.07,8.94,4153
Pasco,Pasco,Paucartambo,5441,48.98,8.35,20993
Pasco,Pasco,San Francisco de Asis de Yarusyacán,3932,34.67,7.59,11209
Pasco,Pasco,Simón Bolívar,7616,18.62,4.89,13681
Pasco,Pasco,Ticlacayán,1811,47.91,13.61,7543
Pasco,Pasco,Tinyahuarco,3624,18.35,3.47,5962
Pasco,Pasco,Vicco,931,30.36,7.08,2730
Pasco,Pasco,Yanacancha,15530,20.21,3.9,29596
Piura,Ayabaca,Ayabaca,12109,60.13,15.33,38730
Piura,Ayabaca,Frías,10503,61.18,26.72,23005
Piura,Ayabaca,Jilili,1047,61.82,15.54,2956
Piura,Ayabaca,Lagunas,3043,41.7,25.84,6625
Piura,Ayabaca,Montero,3141,61.06,16.03,7337
Piura,Ayabaca,Pacaipampa,9260,66.14,32.18,24760
Piura,Ayabaca,Paimas,3347,60.68,16.48,9638
Piura,Ayabaca,Sapillica,3964,73.02,23.53,11127
Piura,Ayabaca,Sicchez,1109,50.66,13.19,2274
Piura,Ayabaca,Suyo,4528,49.77,7.05,11951
Piura,Huancabamba,Canchaque,3663,45.63,16.48,8957
Piura,Huancabamba,El Carmen de la Frontera,6252,53.08,19.98,12681
Piura,Huancabamba,Huancabamba,13691,54.74,22.21,30116
Piura,Huancabamba,Huarmaca,20774,65.01,27.85,39416
Piura,Huancabamba,Lalaquiz,1832,63.79,28.59,5115
Piura,Huancabamba,San Miguel de El Faique,3728,48.88,22.83,9096
Piura,Huancabamba,Sondor,3801,61.34,24.68,8399
Piura,Huancabamba,Sondorillo,5150,71.29,30.93,10518
Piura,Morropón,Buenos Aires,3788,48.93,12.05,8753
Piura,Morropón,Chalaco,3444,62.79,18.3,9721
Piura,Morropón,Chulucanas,26690,44.25,11.75,76205
Piura,Morropón,La Matanza,3680,44,18.59,12888
Piura,Morropón,Morropón,7403,45.24,10.2,14421
Piura,Morropón,Salitral,3104,38.74,16.1,8516
Piura,Morropón,San Juan de Bigote,1954,52.56,17.06,6965
Piura,Morropón,Santa Catalina de Mossa,1696,37.28,10.41,4289
Piura,Morropón,Santo Domingo,2750,51.17,11.04,7957
Piura,Morropón,Yamango,3570,59.44,25.17,9978
Piura,Paita,Amotape,972,29.89,8.42,2305
Piura,Paita,Arenal,814,37.62,7.86,1092
Piura,Paita,Colan,5963,42.41,11.7,12332
Piura,Paita,La Huaca,7541,35.22,8.96,10867
Piura,Paita,Paita,34249,27.95,2.99,72522
Piura,Paita,Tamarindo,1571,37.15,10.65,4402
Piura,Paita,Vichayal,2265,54.13,10.32,5015
Piura,Piura,Castilla,59693,29.62,3.7,123692
Piura,Piura,Catacaos,24897,42.82,10.66,66308
Piura,Piura,Cura Mori,7735,48.14,18.88,16923
Piura,Piura,El Tallán,1838,68.01,19.48,4774
Piura,Piura,La Arena,13761,42.37,20.74,34584
Piura,Piura,La Unión,8773,42.76,12.8,36000
Piura,Piura,Las Lomas,7164,47.18,10.14,26896
Piura,Piura,Piura,134280,27.21,2.39,260363
Piura,Piura,Tambo Grande,28020,30.38,15.32,96451
Piura,Sechura,Bellavista de la Unión,2137,38.31,4.62,3954
Piura,Sechura,Bernal,2623,47.18,4.12,6449
Piura,Sechura,Cristo Nos Valga,1969,49.39,5.97,3377
Piura,Sechura,Rinconada Llicuar,1193,50.62,4.15,2855
Piura,Sechura,Sechura,14376,38.75,4.38,32965
Piura,Sechura,Vice,3881,43.93,5.31,12719
Piura,Sullana,Bellavista,11957,41.64,4.96,36072
Piura,Sullana,Ignacio Escudero,7382,39.57,11.83,17862
Piura,Sullana,Lancones,4115,42.86,12.26,13119
Piura,Sullana,Marcavelica,12674,44.3,9.85,26031
Piura,Sullana,Miguel Checa,3609,34.41,10.07,7446
Piura,Sullana,Querecotillo,9715,37.48,9.3,24452
Piura,Sullana,Salitral,3324,33.83,6.08,6097
Piura,Sullana,Sullana,56744,34.8,4.14,156601
Piura,Talara,El Alto,3601,17.92,1.56,7137
Piura,Talara,La Brea,7102,18.65,1.63,12486
Piura,Talara,Lobitos,686,31.12,1.95,1506
Piura,Talara,Los Organos,4292,32.76,1.64,9612
Piura,Talara,Máncora,3926,32.7,2.89,10547
Piura,Talara,Pariñas,39704,28.35,1.87,88108
Provincia Constitucional del Callao,Provincia Constitucional del Callao,Bellavista,43928,14.64,0.63,75163
Provincia Constitucional del Callao,Provincia Constitucional del Callao,Callao,192540,23.02,1.55,415888
Provincia Constitucional del Callao,Provincia Constitucional del Callao,Carmen de la Legua Reynoso,19291,25.17,2.09,41863
Provincia Constitucional del Callao,Provincia Constitucional del Callao,La Perla,36589,14.15,0.57,61698
Provincia Constitucional del Callao,Provincia Constitucional del Callao,La Punta,3208,8.54,0.22,4370
Provincia Constitucional del Callao,Provincia Constitucional del Callao,Ventanilla,110794,28.69,2.07,277895
Puno,Azángaro,Achaya,298,54.62,15.84,3971
Puno,Azángaro,Arapa,2173,51.81,19.3,8485
Puno,Azángaro,Asillo,5672,47.69,15.41,17215
Puno,Azángaro,Azángaro,7404,36.5,12.87,27823
Puno,Azángaro,Caminaca,1186,73.69,24.83,3828
Puno,Azángaro,Chupa,1606,25.27,19.36,13746
Puno,Azángaro,José Domingo Choquehuanca,1365,52.17,14.91,5189
Puno,Azángaro,Muñani,2644,47.26,19.16,7582
Puno,Azángaro,Potoni,2384,29.43,13.4,6592
Puno,Azángaro,Samán,4428,58.85,22.51,14314
Puno,Azángaro,San Antón,2649,47.24,13.6,9145
Puno,Azángaro,San José,1737,62.4,16.46,5984
Puno,Azángaro,San Juan de Salinas,1202,64.53,20.02,4034
Puno,Azángaro,Santiago de Pupuja,768,52.23,21.32,5792
Puno,Azángaro,Tirapata,1005,63.44,17.63,3129
Puno,Carabaya,Ajoyani,772,23.28,18.7,1938
Puno,Carabaya,Ayapata,2476,54.42,11.92,8996
Puno,Carabaya,Coasa,1415,45.79,16.92,12097
Puno,Carabaya,Corani,1671,52.31,24.59,3622
Puno,Carabaya,Crucero,2345,46.46,14.44,8474
Puno,Carabaya,Ituata,2224,49.22,13.67,6108
Puno,Carabaya,Macusani,5335,42.07,17.61,11707
Puno,Carabaya,Ollachea,1942,45.41,25.51,4919
Puno,Carabaya,San Gabán,1132,54.13,7.4,4022
Puno,Carabaya,Usicayos,3698,55.7,13.35,12063
Puno,Chucuito,Desaguadero,3146,69.33,6.39,20009
Puno,Chucuito,Huacullani,2447,59.47,9.2,14906
Puno,Chucuito,Juli,7509,54.13,13.76,23741
Puno,Chucuito,Kelluyo,3819,66.53,5.67,17869
Puno,Chucuito,Pisacoma,2643,69.9,7.29,12151
Puno,Chucuito,Pomata,5484,56.59,16.55,17787
Puno,Chucuito,Zepita,3723,67.37,14.25,19796
Puno,El Collao,Capazo,574,60.83,4.26,1830
Puno,El Collao,Conduriri,833,68.17,13.85,4277
Puno,El Collao,Ilave,12080,58.84,13.84,54138
Puno,El Collao,Pilcuyo,3598,64.67,20.93,14151
Puno,El Collao,Santa Rosa,1307,70.74,9.83,6663
Puno,Huancané,Cojata,1140,60.46,16.62,4354
Puno,Huancané,Huancané,6257,45.44,16.93,21089
Puno,Huancané,Huatasani,888,62.53,16.61,4156
Puno,Huancané,Inchupalla,1128,53.79,21.73,3586
Puno,Huancané,Pusi,1156,65.87,20.11,6516
Puno,Huancané,Rosaspata,1884,46.72,23.83,5637
Puno,Huancané,Taraco,3006,54.47,18.79,14657
Puno,Huancané,Vilque Chico,3187,59.76,29.08,9527
Puno,Lampa,Cabanilla,1943,60.9,12.96,5573
Puno,Lampa,Calapuja,291,30.23,18.88,1494
Puno,Lampa,Lampa,3689,48.22,14.04,11329
Puno,Lampa,Nicasio,763,52.79,12.68,2756
Puno,Lampa,Ocuviri,1360,29.65,7.62,2655
Puno,Lampa,Palca,2028,47.64,7.64,3027
Puno,Lampa,Paratia,2834,42.39,3.09,5257
Puno,Lampa,Pucará,1853,60.17,15.14,6060
Puno,Lampa,Santa Lucía,2223,43.06,12.74,7692
Puno,Lampa,Vilavila,786,59.69,5.89,2380
Puno,Melgar,Antauta,1949,28.38,11.31,4993
Puno,Melgar,Ayaviri,7242,38.08,10.05,22667
Puno,Melgar,Cupi,1138,43.68,9.94,2572
Puno,Melgar,Llalli,971,56.98,12.11,3907
Puno,Melgar,Macari,2277,61.08,11.13,7971
Puno,Melgar,Nuñoa,4807,46.73,21.83,11121
Puno,Melgar,Orurillo,3424,56.05,16.48,10457
Puno,Melgar,Santa Rosa,1960,42.26,18.11,6943
Puno,Melgar,Umachiri,917,34.78,12.68,4104
Puno,Moho,Conima,567,63.61,19.91,3517
Puno,Moho,Huayrapata,1004,54.06,17.38,4154
Puno,Moho,Moho,3254,47.13,20.5,17042
Puno,Moho,Tilali,498,66.36,27.91,3106
Puno,Puno,Acora,6173,53.9,15.82,28679
Puno,Puno,Amantaní,966,55.91,21.69,4255
Puno,Puno,Atuncolla,1475,50.06,15.94,5333
Puno,Puno,Capachica,1815,64.64,29.84,11387
Puno,Puno,Chucuito,1829,40.84,15.37,7913
Puno,Puno,Coata,2076,55.35,18.53,7387
Puno,Puno,Huata,818,36.59,11.08,6682
Puno,Puno,Mañazo,1551,34.12,16.62,5451
Puno,Puno,Paucarcolla,1151,47.23,18.48,4864
Puno,Puno,Pichacani,1330,46.41,18.4,5608
Puno,Puno,Platería,1723,49.42,12.54,8268
Puno,Puno,Puno,48108,29.7,4.31,125663
Puno,Puno,San Antonio,689,54.8,16.45,2570
Puno,Puno,Tiquillaca,337,22.47,29.14,2053
Puno,Puno,Vilque,726,49.03,14.82,3123
Puno,San Antonio de Putina,Ananea,2250,21.98,3.92,20572
Puno,San Antonio de Putina,Pedro Vilca Apaza,840,49.13,22.43,2523
Puno,San Antonio de Putina,Putina,2214,37.93,16.87,20792
Puno,San Antonio de Putina,Quilcapuncu,1444,57.18,18.66,5131
Puno,San Antonio de Putina,Sina,490,46,15.5,1472
Puno,San Román,Cabana,1651,58.26,16.14,4392
Puno,San Román,Cabanillas,1911,52.67,12.16,5180
Puno,San Román,Caracoto,856,54.84,24.43,6058
Puno,San Román,Juliaca,47876,47.49,4.97,225146
Puno,Sandia,Alto Inambari,3670,50.95,11.66,7537
Puno,Sandia,Cuyocuyo,2183,57.53,20.21,5355
Puno,Sandia,Limbani,837,55.37,11.4,3734
Puno,Sandia,Patambuco,1556,62.23,21.46,4266
Puno,Sandia,Phara,1114,37.66,11.28,4847
Puno,Sandia,Quiaca,1031,57.88,17.14,2232
Puno,Sandia,San Juan Del Oro,1705,51.23,8.52,9828
Puno,Sandia,San Pedro de Putina Punco,3559,63.38,4.21,10605
Puno,Sandia,Sandia,6246,54.61,17.82,11374
Puno,Sandia,Yanahuaya,826,51.24,10.38,2369
Puno,Yunguyo,Anapia,509,58.06,4.43,2294
Puno,Yunguyo,Copani,1826,62.53,21.03,5436
Puno,Yunguyo,Cuturapi,592,59.93,23.59,1598
Puno,Yunguyo,Ollaraya,935,63.85,25.04,4644
Puno,Yunguyo,Tinicachi,346,46.52,12.53,1490
Puno,Yunguyo,Unicachi,451,65.41,20.49,3571
Puno,Yunguyo,Yunguyo,10168,56.84,19.03,28367
San Martín,Bellavista,Alto Biavo,1801,49.5,12.02,5917
San Martín,Bellavista,Bajo Biavo,3102,59.6,10.3,11780
San Martín,Bellavista,Bellavista,4838,44.9,5.95,14238
San Martín,Bellavista,Huallaga,1136,53.67,10.57,2803
San Martín,Bellavista,San Pablo,3192,56.59,8.42,8919
San Martín,Bellavista,San Rafael,1838,40.16,6.1,5636
San Martín,El Dorado,Agua Blanca,1590,44.56,8.68,2552
San Martín,El Dorado,San José de Sisa,7331,52.57,11.44,13220
San Martín,El Dorado,San Martín,3496,59.32,14.29,9318
San Martín,El Dorado,Santa Rosa,3424,54.92,15.43,5934
San Martín,El Dorado,Shatoja,1240,54.62,11.85,2614
San Martín,Huallaga,Alto Saposoa,1243,57.89,9.95,2643
San Martín,Huallaga,El Eslabón,1425,76.04,6.28,2804
San Martín,Huallaga,Piscoyacu,1955,49.48,10.65,3531
San Martín,Huallaga,Sacanche,1528,60.16,7.63,2724
San Martín,Huallaga,Saposoa,6585,51.13,5.82,11982
San Martín,Huallaga,Tingo de Saposoa,497,51.32,2.81,764
San Martín,Lamas,Alonso De Alvarado,3661,45.45,14.74,14883
San Martín,Lamas,Barranquita,2507,56.74,8.04,5285
San Martín,Lamas,Caynarachi,3316,61.52,10.17,7775
San Martín,Lamas,Cuñumbuqui,2052,52.51,8.34,4461
San Martín,Lamas,Lamas,8358,43.89,11.52,13173
San Martín,Lamas,Pinto Recodo,3055,51.34,14.16,9301
San Martín,Lamas,Rumisapa,1785,35.46,12.53,2561
San Martín,Lamas,San Roque de Cumbaza,1093,50.31,16.33,1508
San Martín,Lamas,Shanao,662,46.02,19.71,2492
San Martín,Lamas,Tabalosos,5325,53.52,12.06,12645
San Martín,Lamas,Zapatero,2662,67.1,13.66,4991
San Martín,Mariscal Cáceres,Campanilla,2959,48.23,7.63,8028
San Martín,Mariscal Cáceres,Huicungo,2600,65,7.42,6219
San Martín,Mariscal Cáceres,Juanjuí,10945,43.04,4.43,27151
San Martín,Mariscal Cáceres,Pachiza,1766,44.94,9.84,4367
San Martín,Mariscal Cáceres,Pajarillo,2300,58.86,9.49,5119
San Martín,Moyobamba,Calzada,1917,33.96,7.77,4045
San Martín,Moyobamba,Habana,864,34.4,10.2,1726
San Martín,Moyobamba,Jepelacio,6354,57.4,12.8,18471
San Martín,Moyobamba,Moyobamba,25990,42.98,7.42,65048
San Martín,Moyobamba,Soritor,7146,57.48,9.92,23320
San Martín,Moyobamba,Yantalo,955,57.65,14.97,2779
San Martín,Picota,Buenos Aires,1314,64.62,9.27,3174
San Martín,Picota,Caspisapa,594,49.61,4.08,1916
San Martín,Picota,Picota,3028,42.35,3.81,8164
San Martín,Picota,Pilluana,341,56.04,2.41,890
San Martín,Picota,Pucacaca,1182,44.59,3.4,2852
San Martín,Picota,San Cristóbal,458,29.95,7.2,1286
San Martín,Picota,San Hilarión,1483,43.61,4.4,4355
San Martín,Picota,Shamboyacu,1929,59.87,13.3,7043
San Martín,Picota,Tingo de Ponasa,1442,31.69,7.1,3957
San Martín,Picota,Tres Unidos,1360,56.35,8.48,4084
San Martín,Rioja,Awajún,2564,54.85,12.15,7427
